cramps,7738.23,26613.6,-3038.22,91,156,1521
standing,17907,164425,-12973,323,422,5539
falling,8466.28,25565,-3181.32,34,157,1519
cramps,12480.6,29013.8,-3956.41,64,214,1469
cramps,6874.98,14317.5,-2524.35,84,120,809
falling,10185.5,29595.2,-1190,28,166,1111
cramps,10443.6,51952.1,-2770,36,188,2599
cramps,9943.22,26310.2,-3344.63,39,174,1415
running,7417.38,19164.1,-3250,9,119,973
falling,9420.11,25888.3,-133.652,85,157,1519
standing,41892.4,1088640,-21648,171,897,27204
cramps,4231.95,2732.69,-1011,42,54,204
sitting,6766.47,5356.74,-1900,9,79,292
cramps,4756.19,2975.76,-1311.22,47,67,224
sitting,18749.2,145798,-6000,74,449,5537
cramps,8156.65,9634.01,-2846.78,26,138,554
sitting,6614.38,5200.41,-1820,8,79,292
walking,11835,16419.3,-3290,45,145,519
walking,5317.98,4235.72,-1760,13,88,292
running,15654.6,49546.9,-4792.65,75,273,2061
cramps,10645.3,39822,-3972.91,22,193,2118
standing,31080.7,888006,-20637,103,700,26711
falling,9815.82,10425.8,-1810,34,154,587
sitting,2363.5,49.5836,-515,8,33,5
falling,12063.8,78713.2,-6420,38,272,3539
sitting,3865.35,2197.4,-1095.95,20,54,165
cramps,13362.1,142469,-6406.95,159,308,6057
falling,19068.1,199373,-7930,40,390,7459
cramps,7904.72,12865.9,-2683.74,15,132,806
cramps,8377.83,4536.49,-2635.86,37,131,271
cramps,11455.5,53824.5,-4424.8,111,209,2534
walking,6209.99,5244.54,-1550,24,85,343
standing,19065.6,196213,-10291,479,419,7105
cramps,22962.9,255715,22900,90,540,8870
standing,15039.6,111130,-9398,53,310,4066
standing,30143.4,876210,-19987,134,775,23367
cramps,13303.9,45790,-5835.18,46,273,2061
standing,5865.35,5920,-2260,38,100,422
falling,4293.3,1940.16,-1040.06,5,63,166
cramps,5020.4,3881.18,-1470,15,79,292
standing,6272.35,5774,-1963,62,89,399
cramps,9147.92,11692.6,-3087.77,45,156,654
cramps,5897.08,11336.8,-1953.91,25,102,764
running,12242.5,71299.5,-5536.06,47,262,3211
sitting,12238.4,73366.4,-3840,26,249,3630
falling,10641.6,37628.6,-4199.38,126,205,1751
standing,12106.4,42425,-4828,74,200,1634
sitting,10017.8,10289.7,-2070,36,154,587
sitting,9807.26,16724.5,-3861.46,84,172,973
sitting,5416.6,3455.89,-785.891,49,51,132
standing,5921.16,5460,-1488,5,67,339
standing,7669.23,7378,-2593,8,128,399
sitting,4658.68,3038.6,-1193.01,38,71,249
running,13062.6,60759.6,-4619.26,137,237,2672
sitting,15312.5,117629,-4510,52,271,4426
running,8439,4673.22,-2534.22,29,131,271
running,24191.1,252677,-7870,101,537,8350
standing,7894.29,10896.3,-1914.34,49,106,553
cramps,6486,11319.6,-1782.76,21,102,764
falling,21526.4,406713,-6670,64,473,14125
falling,10217.5,48375.7,-5230,17,216,2677
sitting,6739.9,12088.5,-1831.68,9,105,765
running,8866.98,13455.1,-2469.69,22,132,806
cramps,14709.5,59547.4,-3840,65,224,2192
walking,5628.76,4794.22,-1390,20,85,343
sitting,9876.1,16843.3,-3658.78,78,172,973
sitting,5239.13,4522,-828,23,88,292
falling,6435.55,7580.74,-1594.37,54,93,545
standing,8989.56,19709,-2626,20,133,973
running,9330.67,16577.8,-3996.61,81,172,973
sitting,16971.2,163709,-7564.05,74,352,6744
falling,15059.1,59382.9,-4930,35,215,2188
cramps,12979.5,79815.2,-4840,61,272,3539
falling,10992.1,36421.5,-2890,26,166,1414
cramps,11890.9,58748.1,-3130,55,223,2822
sitting,13697.2,141006,-5010,53,315,5844
falling,10588,37958.5,-3928.17,99,205,1751
sitting,20896.9,183386,-7830,91,449,5537
cramps,7319.59,8865.56,-1100,27,102,516
falling,13630.1,51088.5,-3790,35,234,2464
cramps,9890.03,34363.9,-4483.67,132,208,1691
cramps,10903.9,18765.8,-1070,32,168,772
falling,4894.01,4154.99,-849,11,79,317
standing,16412.9,166044,-10104,53,370,6400
falling,5899.37,3765.68,-2570,12,86,205
walking,5385.59,4274.58,-1020,13,88,292
standing,18456.5,309079,-10674,339,448,10961
falling,8949.34,12374.1,-2678.52,93,136,619
cramps,8244.48,27901.7,-2859.15,88,156,1521
standing,12258.6,68529,-5709,59,268,3290
cramps,13423.6,143754,-5770,56,315,5844
falling,13585.8,51941.2,-4740,21,215,2188
falling,14413.8,94380.2,-5484.76,42,294,4249
falling,9338,52882.1,-4030,25,188,2599
falling,11897.8,49503.4,-6700,24,215,2188
falling,7247.4,14640.3,-2669.29,62,134,970
standing,29565.4,539595,-14483,70,570,12042
cramps,5494.41,1803.61,-1452.9,14,76,147
running,9257.35,37738,-3712.75,41,180,2054
cramps,14035.6,89880.5,-2920,32,254,3885
standing,16291.8,137971,-8739,241,335,5636
running,11335.2,55949.7,-2750,52,223,2822
sitting,7620.85,5443.75,-1520,16,79,292
cramps,22481.1,411078,-8210,62,473,14125
walking,11595.2,69659,-5141.39,143,247,3373
cramps,8668.18,10477,-2754.48,88,139,587
sitting,5104.13,3105.29,-1163.4,44,71,249
cramps,13389.5,60743.2,-4240,45,247,2754
cramps,21902.3,514783,-11818.6,137,540,18067
standing,7195.76,6616,-1917,28,106,344
sitting,4253.46,1464.42,-915.464,41,52,133
falling,6864.24,10503.3,-3180,15,109,689
falling,15823.3,117029,-4380,52,271,4426
walking,11406.8,69209.7,-5206.65,148,247,3373
running,12873.8,73224.7,-5539.43,35,262,3211
standing,8143.47,11692,-3968,20,157,691
sitting,22071.4,409639,-8820,61,473,14125
sitting,5114.7,4186.97,-1100,12,79,317
cramps,9317.62,36696.1,-4570,37,196,1997
falling,11759.1,69636.2,-5079.75,150,247,3373
falling,10500,58334,-4595.76,132,217,2904
sitting,13703.8,139452,-6680,43,315,5844
falling,10854.3,36858.2,-4066.46,108,205,1751
standing,8787.49,29620,-4037,19,173,1575
standing,22228.3,150185,-9432,74,387,4254
standing,5684.12,875,-937,10,73,64
falling,11621.8,110382,-3500,46,235,4905
running,5685.07,1712.14,-1400.63,23,76,147
falling,6034.82,10301.5,-3060,17,109,689
running,9951.83,12153.2,-2211.2,86,136,619
standing,6632.62,11381,-3968,20,135,656
standing,5922.96,11214.5,-2188.58,5,105,765
falling,4186.54,2012.65,-1065.96,5,63,166
standing,20975.1,263877,-11197,51,433,8473
falling,9035.99,24760,-2040,22,166,1111
falling,13919.4,56699.7,-4710,23,215,2188
walking,4548.25,2785.72,-1409.37,54,67,224
standing,5625.2,6671,-1869,16,94,485
standing,11922.4,49981,-5184,52,249,2393
running,9517.11,38138.3,-3790.82,38,180,2054
standing,12915.7,123826,-5281,41,249,4519
falling,9989.88,10583.6,-2660,34,154,587
standing,8038.5,30345,-4098,25,154,1743
sitting,9269.93,51766.9,-3740,29,188,2599
cramps,8966.5,11176.1,-3159.39,46,156,654
running,9743.45,36045.4,-4880,46,196,1997
standing,23845.4,548665,-11624,106,517,17885
running,13649.7,60699.3,-1910,53,223,2822
cramps,12779.2,79470.8,-6090,48,272,3539
falling,2561.42,60.1407,-568,6,33,5
standing,8740.97,24768,-3954,72,154,1363
falling,18355,160555,-9940,88,388,6290
falling,14025.7,94688.6,-5887.14,43,294,4249
cramps,11172.7,39521.6,-3839.8,68,193,2118
falling,5917.08,4993.02,-2380,9,79,292
standing,12579.8,43082,-5709,45,248,1524
standing,8745.97,7673,-3097,21,149,459
standing,6940.64,7872,-2576,26,97,315
cramps,4496.85,3986.35,-1410.99,10,72,340
standing,10546.7,29354.2,-2719.32,105,145,1066
sitting,5046.23,3038.34,-1152.23,38,71,249
standing,10415.5,14721,-2855,17,188,587
running,9472.19,30190.5,-3358.21,126,171,1747
standing,26516.8,883787,-17427,85,647,23781
running,7622.18,7674.75,-958,138,109,486
cramps,11572.4,62254.1,-4510,45,223,2822
standing,8366.23,22832,-4349,25,157,1307
standing,9036.87,24938.1,-4256.53,17,177,1313
falling,4765.08,2939.87,-1256.89,45,67,224
sitting,12492.5,73355.4,-4460,28,249,3630
falling,5849.27,4420.27,-769,18,79,317
sitting,5625.71,7587.48,-1889.99,73,104,457
standing,11988.4,59211,-5768,27,222,2327
cramps,11383.6,37936.4,-1600,37,166,1414
sitting,12574.6,116422,-3470,42,235,4905
cramps,5756.41,11137.8,-1875.06,19,102,764
sitting,6173.2,5201.75,-2010,9,79,292
cramps,12397.7,60918.6,-2070,54,223,2822
standing,23453.1,267384,-10294,275,497,6864
falling,22160.1,245987,-10400,83,537,8350
cramps,8837.42,27054.1,-2250,36,156,1364
standing,12479.7,68088,-7615,42,260,3137
standing,20562,401413,-14289,281,453,12978
standing,8930.65,13167,-3287,31,151,769
falling,5286.35,3472.95,-817.654,48,51,132
standing,11313.2,49866,-7591,42,242,2464
cramps,20305.8,459228,-13800,51,483,15505
standing,32510.9,827634,-23198,171,886,22314
standing,17334.1,218754,-11327,113,421,8088
cramps,9701.36,34140.3,-3608.73,84,176,1922
cramps,7486.88,4200.06,-2226.25,69,101,249
falling,7144.28,14075.8,-2340.85,88,120,809
sitting,20351.6,166244,-9870,90,449,5537
standing,7107.44,6872,-2936,46,120,400
falling,9063.67,25554.9,-3100.25,38,157,1519
cramps,8948.59,30331.9,-2048.31,28,132,1513
standing,7233.48,11814,-3064,4,121,725
falling,10407.4,48746.2,-3300,34,216,2677
standing,15775,272396,-11567,218,386,10522
sitting,5120.61,2970.03,-1235.16,48,67,224
standing,19991.6,332821,-12838,69,369,9818
standing,9830.91,39579,-3987,38,182,1993
sitting,6285.85,7358.69,-1605.28,50,93,545
cramps,8301.92,26403.9,-2935.04,80,156,1521
standing,10170.7,53420,-4262,6,191,2596
falling,8394.69,9873.86,-2364.55,12,123,621
running,11694.8,53237.3,-4279.04,92,209,2534
sitting,3583.76,1328.17,-662.313,32,40,100
sitting,9207.28,9818.34,-2760,35,154,587
cramps,10512.9,34421.3,-4246.51,118,208,1691
cramps,13901,79332.7,-4720,45,272,3539
cramps,8065.18,20388.8,-3240,6,119,973
cramps,8999.73,12316,-2567.79,78,136,619
cramps,6887.39,3992.92,-2255.65,70,101,249
falling,8792.97,17246.8,-2813.43,72,142,844
cramps,7583.38,26992.4,-3016.64,91,156,1521
standing,6496.26,8463,-1578,11,117,553
standing,7636.87,9368,-2372,28,106,553
sitting,16264.5,139893,-12300,90,449,5537
falling,8966.23,23807.4,-2844.75,18,154,1252
falling,6696.48,4973.95,-2093.84,51,107,346
standing,6470.74,8372,-2215,9,105,580
falling,13925,66674.1,-3830,49,224,2192
walking,5213.6,4223.87,-1530,13,88,292
running,23122.9,279240,-9455.99,67,468,9276
falling,8735.94,12233.8,-2451.14,79,128,693
cramps,10080.4,21030.8,-3309.42,81,163,1162
standing,7782.16,6518,-2882,27,120,458
standing,6836.19,6597,-2753,10,118,429
standing,6251.57,2015,-2135,13,88,133
standing,8267.39,21257,-5098,12,166,1261
standing,5830.89,6473,-1965,13,97,454
standing,14036.3,59502,-6391,53,282,2133
standing,6541.84,5810,-2687,9,88,369
standing,21731.2,449537,-11569,64,449,12507
cramps,2771.06,51.7653,-344,92,33,5
cramps,5943.17,4399.57,-1182.79,19,72,340
sitting,5724.02,7567.61,-1872.21,77,104,457
running,8395.77,19475.7,-209,21,119,973
cramps,25745.6,477467,-10000,52,483,15505
falling,9095.83,27242.6,-2877.95,89,158,1403
cramps,15934,110185,-7670,49,322,4619
standing,9203.42,14199,-3623,27,193,774
falling,15676,116818,-5810,54,271,4426
running,11035.9,52719.7,-4349.52,91,209,2534
falling,9629.54,39460.5,-2170,21,196,1885
sitting,3772.23,1455.05,-956.678,38,52,133
falling,15339.3,115658,-5160,57,271,4426
sitting,8739.01,19942.3,-3477.52,84,163,1162
falling,7856.64,16673.7,-2737.84,65,142,844
sitting,13374.6,50931.7,-5660,36,234,2464
standing,10306.7,18710,-6895,121,203,938
standing,17148.6,152394,-7286,40,345,5525
standing,9137.27,16652,-1355,35,116,767
falling,5158.15,3682.71,-712.981,8,51,132
standing,8512.69,29000,-3899,39,202,1637
sitting,5336.7,4391.7,-862,19,88,292
standing,13734.5,101644,-7282,53,258,4710
cramps,5374.83,3305.22,-1083.21,39,71,249
walking,11152.6,68899.9,-5466.62,147,247,3373
cramps,9573.29,12302,-2481.41,90,136,619
falling,22006.2,412627,-8410,67,473,14125
falling,9265.92,39015.3,-3550,22,196,1885
falling,13505.4,49957.3,-4000,33,234,2464
standing,7536,18370,-3568,67,138,977
falling,24859.4,263467,-10200,68,540,8870
cramps,9688.71,25950.3,-3364.72,24,174,1415
standing,7046.89,8051.06,-2378.74,12,109,546
falling,14716.5,58843.8,-5400,34,215,2188
walking,2271.71,51.4882,-667,8,33,5
cramps,9790.87,27680.4,-2926.8,99,158,1403
falling,11949.2,48448.3,3800,31,166,1414
falling,17862.6,161520,2240,82,388,6290
falling,14536.7,54081.8,-4110,40,215,2188
cramps,6976.37,14032,-2418.96,93,120,809
sitting,7464.85,9576.26,-2436.45,16,123,621
standing,11563.2,45643,-6785.41,45,273,2061
falling,6597.62,7644.06,-1647.9,69,104,457
cramps,11007.2,39602.9,-3884.41,28,193,2118
falling,13184.3,49160.4,-2810,51,223,2059
standing,8786.72,22538.6,-3794.4,113,168,1210
cramps,9250.03,27776.7,-3520.23,35,174,1415
walking,9246.73,17321.3,-4193.81,35,183,931
sitting,5234.13,3475.47,-741.136,26,51,132
running,5750.41,1779.41,-1425.82,14,76,147
cramps,6763.19,4037.72,-2371.11,71,101,249
standing,8528.01,29555,-3098,41,171,1465
cramps,9124.6,13700.2,-2899.21,15,148,729
cramps,9224.8,20473.4,-3515.7,102,163,1162
cramps,8236.11,30436.7,-2004.15,39,132,1513
sitting,7787.93,9556.38,-2020,43,154,587
cramps,11204.4,43904.3,-2550,23,196,1885
standing,11699.7,26065,-4220,49,205,980
cramps,9737,32921.2,-3652.19,88,176,1922
sitting,12949.7,74374.4,-4340,24,249,3630
sitting,16656.8,164295,-7562.98,71,352,6744
standing,10795.3,26759,-4841,51,194,1312
standing,14036.1,167774,-6902,43,307,7203
standing,14635.7,134450,-5623,57,357,5958
cramps,19248.4,161076,-10600,71,388,6290
standing,15712.7,223021,-8267,68,359,8597
cramps,8037.22,10280.1,-2346.36,28,123,621
standing,19195.2,139734,-10685,28,273,2610
sitting,4032.82,2180.87,-1013.2,28,54,165
standing,11594.1,76018,-6502,61,260,3294
standing,30150.6,835718,-14754,83,634,20638
standing,8087.36,21649,-5202,23,148,1205
standing,21889.1,181176,-8240,36,355,5126
standing,12966.9,73230,-6851,179,283,3459
cramps,9335.19,12198.7,-2502.21,83,136,619
cramps,8250.11,4659.46,-2603.56,28,131,271
cramps,11200.8,51260.9,-4500,18,216,2677
cramps,5835,10973.4,-1952.84,25,102,764
sitting,12590.5,50977.3,-5180,36,234,2464
cramps,8392.77,20603.1,-3469.3,98,163,1162
cramps,8978.08,20290,-3557.28,91,163,1162
sitting,9905.66,10278.6,-2500,38,154,587
standing,19416.5,225400,-9813,71,378,7096
sitting,3786.09,1430.1,-970.087,41,52,133
sitting,5065.53,4198.65,-817,11,79,317
standing,11563.2,18955,-3677,8,183,895
sitting,4014.91,2176.7,-1127.7,20,54,165
standing,16311.4,216020,-8490,76,375,7582
cramps,11556.6,87819.6,-1590,20,220,3450
falling,9412.21,52062.6,-2650,27,188,2599
standing,13225.8,72614,-7054,39,252,2259
standing,20226.9,213976,-10369,87,458,7466
cramps,9453.26,37938.9,-3672.28,50,180,2054
running,3728.95,2142.39,-554.223,9,43,161
cramps,14208.7,95165.4,-5458.11,53,294,4249
standing,8049,15594,-4192,28,140,771
running,13647,96066.6,-5913.69,55,294,4249
cramps,5769.28,7186.24,-1618.15,47,93,545
falling,11107.9,86447.4,-3290,20,220,3450
falling,11333.5,114646,-4960,36,235,4905
standing,11531.9,54310,-4786,79,216,2679
standing,12779.2,67850,-5933,89,251,2827
walking,3922.14,2188.49,-1181.03,20,54,165
standing,15577.5,141482,-10038,97,346,5322
standing,16741.2,61336,-7568,57,338,2329
cramps,9394.44,32587.4,-3681.88,83,176,1922
standing,9713.35,24778,-5033,16,171,1209
sitting,6637.21,13234.3,-1564.4,18,96,804
falling,13304.8,75350.4,-4950,43,264,3217
sitting,5204.76,4328.81,-1260,15,88,292
cramps,9511.74,26507.9,-3427.66,24,174,1415
standing,9376.5,31445,-5167,13,178,1746
standing,6069.9,3532,-2253,21,91,204
standing,10447.9,27058,-3975,63,179,1211
cramps,13396.3,41963.3,-2690,49,234,1581
sitting,13268.8,58995.7,-4360,40,224,2192
cramps,9774.88,14423.7,-2739.35,23,148,729
cramps,5977.56,11316.8,-1864.34,18,102,764
running,8980.6,20405.6,-3497.41,91,163,1162
cramps,8531.16,25788,-1580,31,156,1364
standing,10556.2,30070,-4387,28,184,1578
sitting,12605.5,74253.3,-4400,32,249,3630
cramps,14361.4,116344,-1540,44,235,4905
falling,10207,85701.8,-4400,19,220,3450
standing,9590.08,22703,-5147,98,178,1113
cramps,8263.19,11166.5,-3257.53,25,156,654
cramps,7229.54,4049.45,-2245.19,71,101,249
cramps,4121.1,4013.42,-1497.77,13,72,340
standing,11277.6,43222,-4517,11,173,1414
sitting,6979.9,5241.15,-1490,7,79,292
sitting,5462.79,4349.97,-894,17,88,292
running,15345.8,143508,-4220,54,315,5844
sitting,3817.84,2168.43,-1127.9,20,54,165
falling,24052.1,280611,-12500,80,540,8870
cramps,7893.81,10907,-3411.79,34,156,654
standing,5537.33,8946,-2618,40,102,689
standing,20363.8,167977,-8604,187,374,5026
cramps,22212.6,515668,-11559.6,139,540,18067
sitting,17178.4,160863,-7538.61,83,352,6744
running,23255.4,280683,-7992.75,82,468,9276
standing,18060.3,197832,-9019,64,388,7464
sitting,21592.2,410271,-10500,61,473,14125
cramps,3486.98,1399.41,-587.226,21,40,100
falling,9639.56,51149.8,-3840,33,188,2599
cramps,8383.54,16585.1,-2798.12,82,142,844
standing,21891.8,253713,-14229,79,484,8345
sitting,5724.24,7661.08,-1842.84,71,104,457
falling,16341.2,173260,-6960,88,403,6746
cramps,14574.9,141452,-4110,48,315,5844
cramps,11862.1,40793.3,-3852.12,109,205,1751
cramps,9357.46,29263.8,-3407.09,31,179,1626
sitting,6498.34,11994.5,-1842.36,8,105,765
walking,2992.76,50.8788,-318,8,33,5
falling,5611.04,7166.24,-1631.18,49,93,545
standing,10369.1,28559.3,-2553.57,12,133,1027
cramps,6638.04,8392.86,-1050,27,102,516
standing,5815.17,9151,-2388,13,98,650
falling,6957.35,9201.49,-3202.33,18,138,554
cramps,10347.6,33669.2,-3452.07,85,176,1922
falling,9635.05,26232.9,-3333.84,28,174,1415
standing,18002.2,290568,-10453,71,466,10102
standing,17305.8,171334,-2947,84,368,6522
walking,2434.15,51.4555,-559,8,33,5
standing,16322.1,93216,-9195,75,376,3635
cramps,10051.2,33891.3,-3482.4,89,176,1922
running,13604.3,52369.8,-6090.45,52,288,2334
sitting,14791.7,140010,-5030,45,315,5844
standing,8171.24,15980,-4727,63,166,980
sitting,12630.5,74799.7,-4640,19,249,3630
cramps,9380.02,27019.2,-2914.85,97,158,1403
standing,11944.1,82419,-6162,41,298,3716
cramps,7829.81,12871.1,-2740.65,16,132,806
standing,7159.51,24153,-3204,31,158,1361
walking,11323.3,69274.4,-5286.67,145,247,3373
cramps,12591.8,55607.6,-3610,58,224,2192
running,13965.8,53062.2,-5927.01,59,288,2334
sitting,19047.4,149743,-8450,82,449,5537
falling,24375.7,242797,-8510,96,537,8350
sitting,5381.92,4246.37,-1260,14,79,317
sitting,2344.5,50.5395,-643,6,33,5
standing,16748.3,185838,-7232,176,379,5975
sitting,4984.58,4300.76,-1430,11,79,317
running,13757.6,140767,-6127.81,164,308,6057
falling,8406.26,13512.5,-2997.6,17,148,729
sitting,14746.7,59547.6,-6725.62,161,305,2610
standing,9593.41,27348,-5422,86,191,1522
sitting,21760,412861,-9280,67,473,14125
falling,14320.3,139595,-4990,39,315,5844
falling,7062.94,14415.7,-2735.85,85,134,970
sitting,3845.73,1448.03,-1005.8,42,52,133
cramps,10416.6,57372.2,-3640,55,223,2822
falling,4153.58,1913.79,-1061.48,6,63,166
cramps,14115.6,95079.3,-5670.42,50,294,4249
cramps,8018.96,13047.9,-2713.19,15,132,806
falling,6857.27,5360.67,-2114.07,52,107,346
standing,7409.61,16920,-2584,45,130,932
cramps,10393.8,26852.3,-3361.98,21,174,1415
running,9957.01,34845.2,-3726.84,90,176,1922
standing,11010.5,38923,-3832,22,190,1870
falling,13750.7,92062.8,-4800,62,254,3885
cramps,22496.3,518543,-11443.8,147,540,18067
cramps,5698.7,7128.14,-1670.7,52,93,545
standing,5785.37,7613,-1976,4,93,486
walking,5419.73,4233.34,-1080,14,88,292
cramps,9903.16,26128.4,-3381.03,25,174,1415
falling,6810.85,13403.6,-1485.57,31,96,804
sitting,14771.5,58956,-6692.37,161,305,2610
standing,15061.8,133784,-13648,76,391,5531
sitting,3865.97,1444.97,-980.562,37,52,133
falling,6061.3,5005.46,-1900,8,79,292
running,8804.57,12014.2,-2346.29,75,128,693
falling,9056.5,10080.5,-2160,35,154,587
running,23383.2,281461,-9141.09,91,468,9276
cramps,2243.22,59.2686,-740,10,33,5
running,6556.03,7727.19,-1422.31,33,90,405
cramps,9929.7,12399.3,-2531.23,77,136,619
standing,14702.9,101934,-9408,170,348,4438
falling,5077.3,3028.08,-1169.94,38,71,249
running,12894.3,59511.3,-2620,67,223,2822
falling,8144.05,10708.5,-2949.34,96,139,587
falling,12502.1,114925,-2560,37,235,4905
standing,8947.56,23763,-3870,42,184,1409
standing,11593.5,55459,-5079,46,243,2605
falling,5664.89,4274.62,-1475.72,122,88,318
walking,5032.77,4250.53,-1640,14,88,292
standing,12652.6,81162,-4287,45,263,3299
standing,22791,521344,-10700,68,610,15699
standing,14875.5,167346,-5778,98,323,6618
standing,14111.6,82659,-7633,47,352,3803
running,9602.27,11305.7,-2610.36,84,139,587
walking,2461.1,54.4479,-581,8,33,5
standing,7499.43,12417,-3644,25,129,845
sitting,6581.13,13283.2,-1552.86,18,96,804
standing,15780.2,136299,-8626,192,362,5429
standing,11457.7,48637,-6522,139,218,2466
cramps,11679.1,31376.3,-1830,38,166,1414
sitting,17227.2,165324,-7452.62,66,352,6744
cramps,9328.25,37653.6,-3810.79,46,180,2054
standing,6737.62,13291,-2455,24,137,850
sitting,15409.4,117101,-5310,59,271,4426
running,23803.7,450538,-10800,47,483,15505
falling,4165.22,2063.3,-1064.24,10,63,166
falling,24844.8,473574,-12100,60,483,15505
cramps,9770.1,34373.8,-4491.85,131,208,1691
falling,5348.69,3172.83,-1113.37,38,71,249
running,3817.8,1091.22,-771.314,21,51,102
sitting,16725.7,166118,-7416.65,72,352,6744
cramps,17177.5,193957,-8540,51,390,7459
cramps,14605,79443.5,-7371.13,70,320,3466
falling,8616.65,9580.28,-2764.84,23,138,554
falling,8443.81,12027.3,-2536.36,81,128,693
standing,9698.23,37502,-4882,57,204,1935
falling,9329.76,17087.5,-3916.6,76,172,973
cramps,9430.87,26547.6,-1470,24,166,1414
cramps,14485,110259,-7260,48,322,4619
standing,5405.98,2476,-2410,6,82,184
cramps,9473.73,36738,-4530,37,196,1997
sitting,18507,161022,-6349.64,71,352,6744
sitting,14116.4,70825.7,-3210,67,224,2192
running,13026.8,78031.3,-5667.22,32,262,3211
standing,7846.66,16384,-1691,20,127,973
cramps,11166.2,40163.5,-3847.12,29,193,2118
cramps,5700.95,3310.13,-1005.05,23,71,249
standing,14556.2,93967,-6772,55,291,3802
falling,21033.3,410506,-10800,63,473,14125
standing,12919.2,69153,-7129,37,251,3131
standing,14918.4,158995,-10866,140,327,6621
walking,3871.9,2238.34,-1113.52,21,54,165
sitting,7966.41,9497.71,-3050.73,93,130,490
walking,2525.12,51.5672,-688,8,33,5
running,5990.59,2201.29,-1326.12,18,82,185
sitting,16307.8,163576,-7153.75,75,352,6744
falling,13388.6,60626.6,-3170,42,247,2754
falling,11954.5,31560.3,-3902.81,80,204,1692
cramps,14058.4,79023.2,-7356.85,64,320,3466
standing,7824.71,6349,-4205,41,125,399
standing,12695.5,96388,-7025,41,284,4071
sitting,16215,137469,-8840,83,449,5537
standing,7685.07,12010,-4346,39,150,655
sitting,4815.92,2696.85,-1309.94,52,67,224
falling,10834.7,85818.6,-2600,23,220,3450
falling,14360.2,143436,-6156.5,164,308,6057
sitting,8024.39,9620.35,-3038.25,101,130,490
falling,4973.97,3277.06,-1196.47,36,71,249
standing,16031.2,200576,-9010,74,386,7345
running,9077.16,28719.3,-3344.34,38,179,1626
standing,4988.65,3936,-1846,10,78,315
cramps,9739.57,28798.3,-2270,27,166,1414
cramps,9314.58,52028.7,-2790,22,188,2599
sitting,12958.5,74906.1,-4010,29,249,3630
standing,14595.3,120076,-8354,46,323,4920
falling,6341.04,4810.17,-2100,17,79,292
sitting,12082.8,56822.8,627,50,224,2192
falling,6731.36,10313.9,-3110,16,109,689
standing,18691.3,375614,-15484,296,492,12664
cramps,8971,11296.2,-3093.65,35,156,654
falling,22430.2,413501,-8870,69,473,14125
sitting,11091.7,113583,-4690,42,235,4905
cramps,10482.7,28076.8,-4048.94,76,214,1469
cramps,8250.03,4677.7,-2684.69,31,131,271
standing,9293.42,14120,-4559,24,213,736
cramps,11713.7,87184.5,-2500,16,220,3450
standing,19649,371626,-8177,49,443,11717
standing,16281.5,165928,-8677,61,374,5435
standing,10469.3,71968,-9358,26,241,3453
standing,12923.9,85868,-10960,55,307,3717
falling,8843.26,12215.3,-2612.67,87,128,693
standing,15324.6,71119,-6723,77,286,2608
standing,12543.1,54065,-5042,33,235,2398
falling,18018.7,160931,-9760,76,388,6290
standing,27653.6,540607,-9850,140,588,16047
falling,2629.08,47.9959,-283,96,33,5
sitting,6963.49,9343.07,-3218.36,16,138,554
cramps,5824.99,11188.6,-1875.06,22,102,764
sitting,21837,410381,-9000,57,473,14125
standing,6342.39,3233,-1673,18,80,186
walking,9429.64,17043.4,-3986.84,35,183,931
standing,8232.92,17069,-2522,29,159,853
sitting,12583.5,114374,-3320,42,235,4905
cramps,5282.28,3029.92,-1115.62,34,67,224
sitting,8282.93,12161.8,-2572.74,86,128,693
cramps,13522.9,80517.3,-5970,55,272,3539
sitting,8173.79,11992.3,-2563.42,82,128,693
standing,11569.5,54583,-4870,80,195,2596
sitting,12258.1,90788.3,-6100,51,254,3885
sitting,21120.5,410472,-9370,57,473,14125
falling,7566.52,11630.4,-2756.84,77,128,693
falling,9340.92,33045,-3581.49,87,176,1922
falling,11002.4,44148.6,-3500,56,223,2059
standing,26007.7,797757,-16135,76,601,20021
standing,26509.4,641262,-14917,114,753,19047
cramps,7844.25,5588.57,-2020,28,86,205
falling,16962.7,161572,-11800,69,388,6290
falling,15667.9,80850,-3220,54,223,2059
cramps,7260.5,12947.6,-2796.28,18,132,806
cramps,2860.42,70.1354,-156,96,33,5
falling,4863.53,2930.5,-1196.01,38,71,249
standing,6016.71,5795,-312,17,93,396
standing,12353.2,66685,-7895,48,285,3059
standing,23920.1,449777,-12469,112,545,12833
standing,8029.93,21801,-4473,39,144,1207
falling,8930.74,25206.3,-3118.67,37,157,1519
walking,11504.8,68832.8,-5254.78,146,247,3373
falling,12033.1,48802.9,-5700,20,215,2188
standing,14831.4,127495,-7075.76,50,322,5425
running,9945.84,36256.1,-3740,43,196,1997
sitting,8773.71,19928.2,-3556.06,82,163,1162
cramps,9222.14,13946.2,-2992.12,26,148,729
cramps,9223.18,20802.4,-3501.89,88,163,1162
falling,3781.38,1346.24,-603.663,28,40,100
standing,11608.1,96538,-7983,23,286,4803
sitting,7823.15,9538.2,-2973.82,101,130,490
standing,12527.9,129817,-7535,118,258,5414
standing,5851.98,8934,-1916,14,117,651
falling,6949.01,5268.03,-2146.81,59,107,346
